N_Minors,Total_PAX,Income_number,Cost,Cost_Income,Lag,Meal_Type,Reservation_Status
2,3,37500,208,0.00554843234546267,217,BB,Canceled
2,7,75000,106,0.0014141964064433492,38,HB,Canceled
2,5,25000,189,0.007583703750605415,19,FB,Canceled
1,3,25000,273,0.010927726710008297,118,HB,Canceled
2,3,37500,171,0.00456,4,HB,Canceled
3,6,37500,297,0.007920689364459308,189,HB,Canceled
3,7,37500,214,0.00573307063854619,108,HB,Canceled
1,4,100000,140,0.001400807281320396,209,FB,Canceled
1,4,75000,169,0.0022538000894892513,183,FB,Canceled
3,5,37500,403,0.010769581381830484,18,HB,Canceled
2,5,75000,578,0.007707573096670056,72,BB,Canceled
2,6,25000,232,0.009291624996151274,13,HB,Canceled
2,5,37500,214,0.005719525267515962,35,HB,Canceled
3,5,75000,392,0.005229518361163739,18,FB,Canceled
1,3,37500,392,0.010463094639660607,161,HB,Canceled
2,6,37500,342,0.00913458226894207,126,FB,Canceled
2,3,100000,414,0.0041478159565494135,39,FB,Canceled
1,2,75000,468,0.0062430337293417695,144,FB,Canceled
2,5,25000,738,0.02955140708806773,72,HB,Canceled
1,3,75000,448,0.005982484597585246,196,FB,Canceled
3,6,75000,953,0.01270720394621226,204,BB,Canceled
3,6,75000,186,0.0024916089771410605,137,BB,Canceled
2,3,37500,399,0.010666535954512458,19,FB,Canceled
3,6,100000,614,0.006143846193994351,130,FB,Canceled
1,3,100000,243,0.0024363204650985687,76,HB,Canceled
3,5,37500,225,0.006004646213588398,49,BB,Canceled
2,6,37500,405,0.010809779265965306,3,BB,Canceled
1,3,37500,187,0.005004592254015942,59,HB,Canceled
1,3,37500,217,0.005800005513493745,11,HB,Canceled
2,7,75000,233,0.0031192322971396002,149,BB,Canceled
2,4,75000,152,0.0020383472376851843,117,HB,Canceled
2,4,75000,763,0.010182336872753849,55,BB,Canceled
2,3,25000,212,0.008501988633935257,165,FB,Canceled
2,3,25000,236,0.009448633016915132,166,FB,Canceled
1,5,75000,535,0.0071350952616142955,80,HB,Canceled
2,3,75000,119,0.0015944593079971073,33,FB,Canceled
2,4,75000,154,0.002060496634805845,198,HB,Canceled
2,5,25000,523,0.020949828349649133,88,HB,Canceled
1,3,25000,368,0.014726537249005736,161,BB,Canceled
1,3,25000,103,0.004154947394491334,175,FB,Canceled
1,2,25000,429,0.017181056319451417,160,FB,Canceled
1,3,37500,222,0.0059294665382015185,106,FB,Canceled
1,3,37500,241,0.006430664818387672,162,FB,Canceled
3,5,75000,959,0.012793651982165135,14,HB,Canceled
1,3,25000,411,0.016470070266061933,206,HB,Canceled
2,5,37500,243,0.006506552663342321,185,BB,Canceled
2,3,25000,313,0.01255222738121085,181,BB,Canceled
2,4,37500,104,0.00277723364930679,144,FB,Canceled
1,2,25000,278,0.011158687297146072,96,HB,Canceled
2,5,25000,122,0.00491551140884118,100,HB,Canceled
2,3,75000,108,0.0014484701811292517,209,BB,Canceled
2,4,37500,756,0.020161104542442868,34,FB,Canceled
2,4,75000,390,0.005204811676574014,76,BB,Canceled
1,3,37500,338,0.009037901251704885,129,HB,Canceled
2,4,25000,663,0.02653543729005863,127,FB,Canceled
1,3,25000,246,0.009856755001417151,193,BB,Canceled
1,4,25000,221,0.008842017788241513,93,BB,Canceled
3,5,25000,139,0.005583732549747817,46,FB,Canceled
2,4,25000,304,0.012179845553239615,141,HB,Canceled
1,3,75000,114,0.0015321546937355499,17,BB,Canceled
2,4,25000,221,0.008843245157623964,0,BB,Canceled
1,2,37500,680,0.018142081201366077,102,HB,Canceled
1,3,75000,233,0.003119905623425294,137,HB,Canceled
2,4,100000,232,0.0023280334883398,96,BB,Canceled
3,5,25000,341,0.013652259594229593,3,FB,Canceled
1,3,25000,243,0.009744766868728383,68,HB,Canceled
1,5,37500,244,0.006514211444576962,73,HB,Canceled
2,3,25000,636,0.025469347146111754,31,BB,Canceled
1,2,75000,149,0.0019964833824726727,122,BB,Canceled
1,3,75000,425,0.005672651844923407,152,HB,Canceled
1,2,25000,605,0.02421622335501792,125,FB,Canceled
2,4,100000,107,0.0010775718372782262,171,BB,Canceled
2,3,75000,457,0.006094473855847101,23,HB,Canceled
2,4,25000,315,0.012625153507298485,116,FB,Canceled
3,4,37500,106,0.0028292533046764506,171,HB,Canceled
2,3,25000,228,0.009125857516026651,173,FB,Canceled
3,4,75000,728,0.0097189781616646,74,FB,Canceled
3,4,37500,285,0.007607039450369526,188,HB,Canceled
1,3,75000,748,0.009980761077341874,159,BB,Canceled
3,5,25000,348,0.013952013483692816,144,BB,Canceled
2,5,75000,191,0.0025510604657288972,109,FB,Canceled
1,3,37500,170,0.004552024822314198,133,HB,Canceled
1,4,25000,493,0.019722456439618716,67,HB,Canceled
2,4,100000,241,0.0024106797379569926,44,BB,Canceled
2,3,25000,218,0.008746371035582207,176,BB,Canceled
2,6,37500,397,0.010603015540903217,17,BB,Canceled
2,3,100000,141,0.0014123229031967226,211,BB,Canceled
2,5,100000,231,0.002315249363273742,159,HB,Canceled
1,3,25000,242,0.009704655116405498,35,FB,Canceled
2,4,75000,151,0.00201889495614738,106,FB,Canceled
2,4,37500,333,0.008881617885268573,177,BB,Canceled
1,4,75000,242,0.003231415189013151,129,FB,Canceled
2,5,25000,282,0.011302524194882712,39,BB,Canceled
1,4,25000,535,0.021402668541042925,104,FB,Canceled
2,3,75000,197,0.0026273927576622503,185,HB,Canceled
1,3,37500,964,0.025726682687780923,11,BB,Canceled
3,5,75000,933,0.0124400871248963,7,FB,Canceled
3,6,37500,342,0.009136725838631609,130,HB,Canceled
2,5,37500,660,0.017615102010870718,153,HB,Canceled
3,4,75000,650,0.00867397275093147,90,HB,Canceled
1,5,25000,405,0.01621165117758104,27,FB,Canceled
1,3,100000,495,0.004956549019945642,144,HB,Canceled
2,3,100000,244,0.002442898829060652,196,BB,Canceled
1,6,100000,165,0.001652664229055976,30,BB,Canceled
2,5,25000,660,0.0264,18,FB,Canceled
2,5,75000,496,0.0066262147424444705,108,BB,Canceled
1,3,37500,657,0.01753530702663888,27,HB,Canceled
3,4,25000,169,0.006768777206005263,34,BB,Canceled
1,3,37500,461,0.012318513618689658,209,BB,Canceled
3,5,37500,439,0.011715263636365617,6,FB,Canceled
1,3,100000,153,0.0015335269094382603,96,FB,Canceled
2,4,75000,174,0.0023324666297982093,177,HB,Canceled
2,4,75000,559,0.007458178206553449,173,FB,Canceled
2,4,100000,412,0.004120005386967318,114,BB,Canceled
1,2,25000,628,0.02514764983318539,113,BB,Canceled
2,5,75000,165,0.002211694498472654,62,FB,Canceled
3,5,75000,555,0.007400493353547713,166,BB,Canceled
2,6,37500,565,0.015082384718364742,193,HB,Canceled
2,6,25000,200,0.008039676629310903,179,BB,Canceled
4,6,75000,101,0.0013587217376705507,99,BB,Canceled
2,4,37500,234,0.006258981763970949,10,BB,Canceled
2,3,37500,164,0.004385515084794527,216,FB,Canceled
1,3,100000,407,0.004076738009043154,214,FB,Canceled
1,3,37500,166,0.004434107141324003,155,HB,Canceled
2,3,75000,237,0.0031605076519259086,186,HB,Canceled
2,4,100000,479,0.004794671615777718,91,BB,Canceled
1,3,37500,234,0.006247936488111922,211,HB,Canceled
2,4,25000,446,0.01784475252371185,66,HB,Canceled
1,5,75000,530,0.007075474479501529,85,HB,Canceled
3,5,75000,222,0.0029705795713201428,105,FB,Canceled
1,3,37500,190,0.005072752349136486,220,FB,Canceled
2,4,100000,390,0.0039053736352292904,18,BB,Canceled
2,4,100000,217,0.0021714585957817232,99,HB,Canceled
3,5,37500,716,0.01911453503054447,185,FB,Canceled
3,7,25000,266,0.01067656585199383,190,FB,Canceled
1,5,75000,544,0.007264879433761515,138,HB,Canceled
3,6,25000,242,0.00970879743224129,99,HB,Canceled
2,4,25000,130,0.005209614136438926,82,FB,Canceled
1,4,75000,131,0.0017539068355055002,114,FB,Canceled
2,4,25000,230,0.0092,129,HB,Canceled
3,5,37500,104,0.0027994204373772077,94,HB,Canceled
3,7,75000,196,0.0026177151244082576,22,BB,Canceled
1,4,25000,192,0.007717398398599965,163,BB,Canceled
2,4,100000,445,0.00445252446752656,76,BB,Canceled
1,5,25000,504,0.020183082296727883,198,HB,Canceled
2,4,25000,415,0.016610709908244467,104,FB,Canceled
2,4,25000,148,0.0059200847353206515,63,FB,Canceled
2,4,25000,154,0.006189817427303655,130,BB,Canceled
1,3,75000,448,0.005974731746607033,186,FB,Canceled
1,2,75000,561,0.007483396181676453,190,FB,Canceled
1,5,100000,191,0.0019161262229080698,111,HB,Canceled
1,3,37500,442,0.011799083045451209,109,HB,Canceled
2,6,37500,297,0.007920052275383038,104,FB,Canceled
1,5,25000,185,0.007407728394372104,196,FB,Canceled
3,6,25000,242,0.009717508125228244,99,HB,Canceled
3,6,37500,346,0.009243675434480302,218,FB,Canceled
2,5,37500,583,0.01556256177969483,200,BB,Canceled
1,3,25000,103,0.004159906541024373,215,HB,Canceled
1,2,25000,232,0.00928828082059685,113,BB,Canceled
1,4,25000,173,0.006930229298725093,90,BB,Canceled
2,4,37500,175,0.004686460267229652,128,HB,Canceled
2,6,100000,246,0.0024670210616670753,93,FB,Canceled
3,5,25000,206,0.008273689579121215,37,FB,Canceled
2,4,75000,397,0.005295033758199434,48,FB,Canceled
1,3,75000,362,0.004829363766985276,51,BB,Canceled
1,3,75000,199,0.0026533333333333,183,HB,Canceled
1,4,75000,159,0.002130307872232125,106,FB,Canceled
1,6,25000,705,0.028211982938936644,141,BB,Canceled
2,4,37500,351,0.009361493543201666,126,HB,Canceled
1,3,75000,120,0.00161037010568816,188,FB,Canceled
2,4,75000,380,0.005071116196706666,179,HB,Canceled
1,3,37500,258,0.006885392319397702,4,HB,Canceled
1,3,25000,372,0.014919432705448262,196,BB,Canceled
2,3,25000,132,0.00529779334608678,80,FB,Canceled
2,5,25000,500,0.02,160,HB,Canceled
1,3,25000,592,0.023714307666706194,135,FB,Canceled
1,4,37500,217,0.00578806378543028,159,HB,Canceled
2,3,37500,220,0.005891077228732216,151,BB,Canceled
2,3,75000,249,0.003331179204092259,131,FB,Canceled
3,5,75000,441,0.005881566724890094,24,FB,Canceled
2,4,75000,404,0.005393441219804436,45,FB,Canceled
1,3,37500,729,0.019452794446933874,18,HB,Canceled
2,4,75000,112,0.0015034096058619843,44,BB,Canceled
2,6,75000,360,0.004803168904340303,202,FB,Canceled
2,4,37500,555,0.014810082605626246,109,BB,Canceled
2,6,37500,118,0.003171169563647566,148,FB,Canceled
1,2,75000,398,0.005309518434935387,193,HB,Canceled
2,6,37500,215,0.005757042589059365,79,FB,Canceled
1,3,75000,150,0.0020051908762286365,82,BB,Canceled
1,6,37500,645,0.017204488640388718,96,HB,Canceled
2,5,75000,233,0.0031108115804540947,14,BB,Canceled
2,4,25000,221,0.008857124043179523,214,HB,Canceled
3,7,37500,461,0.012318731201093842,138,FB,Canceled
1,4,37500,117,0.0031300382558355146,212,FB,Canceled
1,5,25000,533,0.021348588338253066,95,HB,Canceled
2,4,75000,153,0.002050721081199215,31,BB,Canceled
2,6,75000,154,0.002064669088633038,215,BB,Canceled
1,3,75000,166,0.0022156457342472884,19,BB,Canceled
1,3,37500,174,0.004642102079922933,80,FB,Canceled
2,4,37500,459,0.012240403646731065,118,HB,Canceled
1,4,25000,199,0.00796553691201993,36,FB,Canceled
2,4,37500,231,0.006172774548370127,210,BB,Canceled
2,3,37500,169,0.004515249984913798,12,HB,Canceled
1,2,100000,409,0.004093885879607669,47,BB,Canceled
1,4,37500,122,0.0032666751566715565,44,BB,Canceled
3,4,25000,170,0.006829780023313302,33,BB,Canceled
1,3,37500,206,0.00550666189473705,166,HB,Canceled
3,5,100000,167,0.0016705439024732533,1,HB,Canceled
3,6,25000,393,0.01574537869072008,143,BB,Canceled
2,4,25000,206,0.008272123650034083,59,HB,Canceled
2,4,37500,351,0.009363523888694238,125,HB,Canceled
2,5,37500,110,0.002947322642173513,8,BB,Canceled
3,5,25000,231,0.009242028942172858,101,HB,Canceled
1,3,75000,238,0.003173841245632711,190,BB,Canceled
2,3,75000,532,0.007100066785949532,68,FB,Canceled
1,3,75000,367,0.004895124502858478,183,BB,Canceled
1,5,75000,499,0.0066568081194015635,210,FB,Canceled
2,6,37500,474,0.01264,132,BB,Canceled
2,4,37500,202,0.00540868940562621,98,BB,Canceled
1,3,37500,190,0.005085659721260635,100,FB,Canceled
1,4,100000,584,0.005847902110461063,1,FB,Canceled
3,5,25000,362,0.014515232905203724,12,FB,Canceled
2,3,37500,336,0.00896,199,FB,Canceled
1,3,25000,664,0.02657842301841033,38,BB,Canceled
3,6,37500,304,0.008106841651944844,190,BB,Canceled
2,6,37500,474,0.01264,133,BB,Canceled
2,5,25000,460,0.01843155881375619,103,FB,Canceled
2,4,100000,109,0.0010934442192413454,109,HB,Canceled
2,4,100000,166,0.00166,0,FB,Canceled
2,3,37500,153,0.004081979085191254,21,FB,Canceled
3,5,75000,190,0.00254218042458496,83,HB,Canceled
1,3,75000,226,0.003014777561255527,108,BB,Canceled
2,4,100000,226,0.0022644925855175666,18,FB,Canceled
1,3,37500,334,0.008923105915090221,1,HB,Canceled
3,4,37500,112,0.0030071656052170033,55,FB,Canceled
2,6,25000,950,0.03802118082802403,137,BB,Canceled
2,3,37500,224,0.005999806006309403,28,BB,Canceled
3,7,37500,301,0.008053215393495763,98,FB,Canceled
2,6,75000,413,0.005508725080681199,151,HB,Canceled
1,5,75000,222,0.00296037220131384,156,BB,Canceled
2,5,75000,132,0.001772448218851794,13,BB,Canceled
1,2,100000,126,0.0012684422908465322,68,HB,Canceled
2,5,100000,345,0.0034579183800415273,180,HB,Canceled
1,4,37500,159,0.004242897146107475,189,HB,Canceled
1,4,37500,363,0.009704867323532745,194,HB,Canceled
1,3,25000,193,0.007744778367890308,181,HB,Canceled
2,5,37500,424,0.011328146963596691,161,HB,Canceled
1,5,75000,409,0.005466287060210939,87,HB,Canceled
2,4,25000,346,0.013852967536757462,37,HB,Canceled
2,4,100000,208,0.002083252639613927,208,BB,Canceled
2,4,100000,166,0.0016676362932294504,0,FB,Canceled
1,2,75000,364,0.004855044728293363,53,BB,Canceled
1,4,25000,349,0.01399952015331755,24,HB,Canceled
1,3,75000,736,0.009819464070010636,194,BB,Canceled
1,3,25000,156,0.006279119484973224,129,HB,Canceled
1,3,100000,587,0.005870002510547853,195,FB,Canceled
1,3,37500,475,0.012688659687197458,124,HB,Canceled
1,5,37500,609,0.01624,193,BB,Canceled
3,5,100000,217,0.002178026979650615,173,FB,Canceled
1,4,100000,187,0.0018746421322620623,72,HB,Canceled
2,3,75000,626,0.00835046171308042,78,HB,Canceled
2,3,37500,378,0.010083543482112274,110,BB,Canceled
1,2,75000,478,0.006375725804150772,153,FB,Canceled
1,3,37500,237,0.006326349324120736,116,HB,Canceled
1,6,37500,227,0.006055887076269477,71,BB,Canceled
2,4,25000,126,0.005048284552241489,182,BB,Canceled
1,3,100000,544,0.005440753123325459,78,HB,Canceled
1,2,100000,201,0.0020172340846502544,46,FB,Canceled
3,7,37500,496,0.013244897346159221,158,HB,Canceled
2,4,25000,635,0.025430203288613132,38,HB,Canceled
2,5,37500,191,0.0051171869627436965,93,BB,Canceled
2,5,37500,219,0.005840721872781714,214,HB,Canceled
1,3,25000,147,0.0059049728583707274,93,HB,Canceled
3,4,75000,453,0.006052718439863235,200,HB,Canceled
1,2,37500,137,0.003671640530877613,171,HB,Canceled
2,4,37500,931,0.02484538512838657,61,HB,Canceled
3,5,25000,221,0.008865107436758423,33,BB,Canceled
1,4,25000,464,0.01856498089628213,35,FB,Canceled
1,3,25000,274,0.010973665610919342,65,BB,Canceled
2,4,25000,244,0.009791833602642065,7,BB,Canceled
2,3,37500,177,0.004740780568768294,124,BB,Canceled
2,3,25000,204,0.008191780839902494,190,BB,Canceled
1,2,75000,204,0.0027207337028529632,162,BB,Canceled
2,6,100000,247,0.0024778780405410594,126,BB,Canceled
3,6,75000,213,0.002849809848667776,66,FB,Canceled
3,5,37500,221,0.0058994262301902455,103,HB,Canceled
1,3,25000,364,0.01456,95,FB,Canceled
2,4,75000,440,0.005878725968567109,164,HB,Canceled
3,4,75000,185,0.002467171977475796,120,FB,Canceled
2,5,75000,120,0.0016018949736967517,172,FB,Canceled
1,3,25000,144,0.005775165360641736,212,BB,Canceled
2,3,75000,442,0.005903007763661499,168,BB,Canceled
2,4,100000,246,0.002464378397745475,131,FB,Canceled
2,3,100000,118,0.001189797746548915,125,BB,Canceled
2,5,25000,135,0.00540602250559544,191,BB,Canceled
1,3,37500,566,0.015104942786349329,51,HB,Canceled
2,4,75000,264,0.003530971111159629,78,HB,Canceled
2,5,25000,274,0.010977555257775953,44,BB,Canceled
2,3,75000,169,0.0022627642064231212,124,BB,Canceled
2,4,25000,188,0.00752172201243141,1,BB,Canceled
2,3,25000,352,0.014090679279437144,202,HB,Canceled
2,4,75000,240,0.0032067848948023766,181,FB,Canceled
2,4,100000,656,0.006564264439677489,76,HB,Canceled
2,6,25000,199,0.007989343718910592,179,BB,Canceled
3,5,25000,699,0.0279698854236052,53,HB,Canceled
3,5,37500,122,0.003271846861613918,164,BB,Canceled
1,5,25000,219,0.008766711970686528,214,FB,Canceled
1,3,75000,238,0.0031768242295768536,190,BB,Canceled
2,3,25000,214,0.008575069174402823,5,HB,Canceled
2,4,25000,704,0.02819122571402439,65,BB,Canceled
1,4,75000,103,0.0013806262057552052,151,BB,Canceled
2,7,25000,572,0.02290110021714274,126,HB,Canceled
1,2,37500,330,0.0088,117,FB,Canceled
1,4,100000,195,0.00195472852979584,101,HB,Canceled
1,3,25000,135,0.005406717972183062,105,BB,Canceled
1,3,25000,190,0.007632249422514989,95,FB,Canceled
1,4,25000,669,0.026794309582753095,59,BB,Canceled
2,3,75000,243,0.0032476584073321208,181,BB,Canceled
3,5,25000,147,0.005917464988642956,187,HB,Canceled
2,3,75000,181,0.0024133333333333,138,FB,Canceled
2,5,25000,362,0.014484569779194146,191,FB,Canceled
3,5,75000,164,0.002198591036677405,165,FB,Canceled
1,3,25000,519,0.020793805378800868,27,BB,Canceled
2,4,75000,353,0.004716054502344553,44,FB,Canceled
3,5,37500,401,0.010712072080402982,172,HB,Canceled
2,4,75000,193,0.00258592812610626,209,HB,Canceled
1,3,75000,427,0.005704924229161896,154,HB,Canceled
2,6,75000,596,0.007949716144115297,133,HB,Canceled
1,2,100000,147,0.0014799808291544225,180,BB,Canceled
3,5,37500,147,0.0039353555332077,144,FB,Canceled
2,4,37500,279,0.007453097680952588,39,BB,Canceled
3,4,100000,169,0.0016913342721890212,175,HB,Canceled
2,4,37500,417,0.011121895576212286,7,HB,Canceled
1,3,75000,343,0.004578424521629215,201,FB,Canceled
3,4,37500,960,0.02560107547819503,126,HB,Canceled
1,4,100000,128,0.0012849949170151297,148,BB,Canceled
1,3,75000,343,0.004585405834798703,63,BB,Canceled
2,4,75000,121,0.001619794164269787,52,BB,Canceled
2,4,25000,680,0.027200647042966257,23,BB,Canceled
3,4,37500,243,0.006486553328007612,194,FB,Canceled
2,4,75000,421,0.005614012643104022,163,HB,Canceled
2,4,75000,391,0.005214573329594869,79,BB,Canceled
2,4,37500,292,0.007789013893922122,185,BB,Canceled
2,4,75000,154,0.002056592432114034,19,FB,Canceled
1,3,37500,208,0.005554568141683986,170,HB,Canceled
2,5,25000,157,0.006299863289777097,173,BB,Canceled
2,5,25000,142,0.0057110067393496815,150,FB,Canceled
2,6,37500,721,0.019231503391919997,71,FB,Canceled
2,4,75000,216,0.0028816653199286862,6,HB,Canceled
1,2,25000,162,0.00651633050208485,118,BB,Canceled
1,3,37500,243,0.006502051269779477,60,HB,Canceled
1,3,100000,150,0.0015086197561016762,198,BB,Canceled
2,3,25000,213,0.00852513999638104,8,HB,Canceled
1,3,25000,613,0.02453491407824569,33,HB,Canceled
1,3,75000,225,0.003009386001607524,48,BB,Canceled
2,3,25000,451,0.018079600422580486,113,FB,Canceled
1,3,100000,461,0.004611283597714326,60,BB,Canceled
1,4,100000,388,0.003884322260347032,137,FB,Canceled
2,3,25000,238,0.009540972172466678,121,BB,Canceled
2,4,75000,246,0.0032856044144936175,212,FB,Canceled
1,2,37500,410,0.010953296717317283,198,BB,Canceled
1,2,25000,208,0.008349656008871872,143,FB,Canceled
2,4,75000,142,0.0018952888852353871,13,FB,Canceled
3,4,25000,609,0.024392260419620407,196,FB,Canceled
1,4,75000,130,0.0017439463622194598,12,HB,Canceled
2,4,25000,804,0.03219126439902979,43,BB,Canceled
3,6,75000,451,0.006014985781738381,84,BB,Canceled
2,4,37500,229,0.006127948134544968,1,HB,Canceled
2,4,37500,104,0.0027781978641057245,145,HB,Canceled
2,4,75000,367,0.004898555207133016,78,FB,Canceled
2,4,25000,987,0.03949566561196845,150,HB,Canceled
2,4,75000,189,0.002528216914870963,168,HB,Canceled
3,5,37500,549,0.01464815195233162,56,BB,Canceled
2,4,75000,462,0.006164317142627474,57,FB,Canceled
1,3,100000,331,0.003319210453798472,16,FB,Canceled
3,5,37500,145,0.003884021473134004,203,FB,Canceled
2,4,25000,105,0.0042036990412206736,40,HB,Canceled
2,4,25000,176,0.007050727780780921,200,HB,Canceled
1,3,37500,484,0.012914520237968937,29,BB,Canceled
1,3,75000,132,0.0017700908551485798,17,BB,Canceled
2,3,25000,193,0.007757947037400258,219,HB,Canceled
4,7,75000,177,0.0023718753756893276,203,BB,Canceled
2,3,75000,121,0.0016259890099112476,81,BB,Canceled
2,5,25000,159,0.00638645912976864,220,HB,Canceled
3,7,25000,507,0.020312525051371443,146,HB,Canceled
1,5,25000,217,0.008711516199412078,104,FB,Canceled
1,4,25000,343,0.013756235499529281,28,FB,Canceled
2,5,37500,332,0.008868584514856363,76,HB,Canceled
2,3,25000,744,0.02977510865758328,168,BB,Canceled
1,5,75000,147,0.001972201051707081,101,HB,Canceled
2,3,25000,203,0.008144673873633707,189,BB,Canceled
2,4,75000,159,0.0021322365914164735,170,HB,Canceled
2,6,100000,500,0.005004800865508487,201,FB,Canceled
2,5,75000,104,0.001395399092211062,128,BB,Canceled
2,6,75000,234,0.003130231261177212,138,FB,Canceled
2,4,37500,210,0.005621773470364061,179,FB,Canceled
1,3,100000,231,0.0023138322207115303,54,FB,Canceled
1,2,75000,167,0.002227163582970116,39,BB,Canceled
2,5,25000,133,0.005326505442209386,111,HB,Canceled
2,4,37500,464,0.012378307121017224,141,BB,Canceled
2,4,37500,119,0.0031879937635466192,77,FB,Canceled
2,3,75000,224,0.0029989497398144626,122,HB,Canceled
1,2,25000,111,0.004459705875365042,129,FB,Canceled
2,4,37500,210,0.005614683029039674,152,HB,Canceled
2,5,100000,127,0.0012715878560112385,60,BB,Canceled
2,4,37500,329,0.008796424368410324,31,BB,Canceled
1,5,37500,250,0.006671186758958866,4,FB,Canceled
2,3,25000,188,0.007523970748322926,219,HB,Canceled
2,3,25000,537,0.021496022548510314,70,HB,Canceled
3,4,37500,243,0.006503185493409616,192,FB,Canceled
2,3,25000,193,0.0077205743501877365,1,BB,Canceled
1,3,37500,445,0.011886211654029408,116,HB,Canceled
2,3,37500,204,0.005466352121771172,65,FB,Canceled
3,4,75000,980,0.0130666666666666,203,BB,Canceled
1,3,37500,220,0.005885074281033801,112,FB,Canceled
1,5,37500,122,0.0032540587602975755,75,HB,Canceled
1,3,75000,447,0.005966054172449476,185,FB,Canceled
1,3,25000,936,0.037474193398212466,106,FB,Canceled
3,6,75000,438,0.00584,210,FB,Canceled
3,6,25000,517,0.02070846963928138,85,HB,Canceled
2,6,100000,214,0.002144272121074671,171,FB,Canceled
1,3,37500,601,0.01604820611702043,81,HB,Canceled
2,4,25000,341,0.01364212044779894,63,BB,Canceled
2,4,75000,143,0.001915436156156664,33,FB,Canceled
1,3,100000,159,0.0015969461207829085,135,BB,Canceled
1,4,25000,419,0.016765975260721336,72,HB,Canceled
2,3,25000,211,0.00844822428084014,100,HB,Canceled
1,2,37500,216,0.005772906382297103,72,BB,Canceled
2,6,75000,251,0.0033507364064626257,6,FB,Canceled
1,4,100000,151,0.001513965219891922,104,HB,Canceled
1,3,75000,229,0.003053698670735479,56,FB,Canceled
2,4,37500,149,0.003976933926399047,203,HB,Canceled
1,3,75000,119,0.001598563431635764,96,BB,Canceled
1,3,100000,137,0.0013736967821758347,201,FB,Canceled
1,5,37500,273,0.007302546034420768,70,BB,Canceled
2,4,37500,433,0.011567754085879277,141,HB,Canceled
3,6,25000,434,0.017399774651451018,126,BB,Canceled
2,5,37500,682,0.018203727126821792,185,HB,Canceled
2,5,100000,226,0.002266919136045641,169,FB,Canceled
2,4,37500,191,0.005114188795220449,156,HB,Canceled
1,4,100000,431,0.004318256249029267,179,FB,Canceled
1,4,25000,135,0.005416998088007548,109,BB,Canceled
2,3,37500,122,0.0032771768631270955,181,HB,Canceled
1,4,25000,407,0.016293144128020794,137,HB,Canceled
4,5,37500,475,0.01268081668922088,204,FB,Canceled
2,5,75000,524,0.006994104037333219,202,FB,Canceled
1,3,25000,256,0.01025915974660008,24,FB,Canceled
2,4,25000,213,0.008559911695415682,176,BB,Canceled
3,4,75000,203,0.0027169914404947064,201,BB,Canceled
2,4,25000,200,0.008009662604511475,50,BB,Canceled
2,5,25000,454,0.018191616720223097,156,HB,Canceled
2,6,75000,242,0.003232852446405684,119,HB,Canceled
2,4,75000,187,0.0024933333333333,122,FB,Canceled
3,4,75000,192,0.0025695455641988416,204,FB,Canceled
3,6,75000,542,0.007237933664021633,212,BB,Canceled
3,4,37500,398,0.010613599902103954,31,HB,Canceled
1,2,75000,145,0.001941306176588439,99,BB,Canceled
1,6,100000,473,0.004731264807085842,189,FB,Canceled
3,5,75000,220,0.0029418041261758563,26,HB,Canceled
2,6,37500,122,0.0032585040649152123,172,BB,Canceled
1,3,37500,262,0.006997943244903716,30,BB,Canceled
3,4,37500,360,0.009621207091234745,55,BB,Canceled
3,5,75000,551,0.007358004042108446,154,BB,Canceled
3,5,37500,383,0.010228913120061073,181,FB,Canceled
1,3,37500,153,0.004102036400938016,125,HB,Canceled
2,6,37500,362,0.009661205057844086,67,BB,Canceled
3,4,37500,720,0.019222882877461274,194,HB,Canceled
1,3,25000,728,0.02914513774464511,102,HB,Canceled
2,3,75000,156,0.0020851075436708806,167,BB,Canceled
2,4,100000,161,0.0016134613376214968,14,HB,Canceled
2,4,75000,421,0.005614212945568626,209,HB,Canceled
2,4,25000,199,0.007999626565950628,148,HB,Canceled
1,3,37500,413,0.011029091180568395,62,BB,Canceled
2,5,37500,681,0.018181995755655222,9,HB,Canceled
2,5,25000,420,0.016819265446649863,128,BB,Canceled
1,3,25000,495,0.019803615018823516,151,HB,Canceled
3,5,25000,679,0.027188807666344815,34,FB,Canceled
2,4,75000,251,0.0033560207764160247,51,BB,Canceled
2,3,75000,243,0.0032505052676500444,30,BB,Canceled
2,5,75000,170,0.0022708160060437837,165,HB,Canceled
2,6,25000,149,0.005996747677067867,122,HB,Canceled
1,4,37500,248,0.006631185188846832,2,HB,Canceled
1,3,100000,118,0.0011880205515842762,73,BB,Canceled
2,3,75000,124,0.0016587562424191756,35,FB,Canceled
3,5,25000,109,0.004399143861904551,31,HB,Canceled
1,3,100000,717,0.007172806389991012,32,HB,Canceled
2,6,75000,429,0.0057292985050140565,62,FB,Canceled
2,4,37500,103,0.0027655254845383986,77,BB,Canceled
1,3,37500,731,0.019519090273127013,11,BB,Canceled
1,5,75000,267,0.0035707267872731405,126,FB,Canceled
3,6,25000,194,0.007785945500948024,39,FB,Canceled
1,4,75000,397,0.005294308392606134,93,FB,Canceled
1,6,25000,182,0.007305154643299795,6,FB,Canceled
1,3,37500,332,0.008857400080907888,23,BB,Canceled
3,5,37500,224,0.005978827244381436,161,BB,Canceled
1,3,100000,562,0.0056253942077925286,10,HB,Canceled
